1.000,1.275,110.418,27.227,234.718,1.648
2.000,10.213,156.179,40.081,120.907,0.603
3.000,24.232,461.381,101.568,1755.791,7.334
4.000,6.239,31.917,30.729,185.173,7.728
5.000,25.882,65.444,121.783,164.780,8.219
6.000,4.885,484.671,138.507,402.726,1.269
7.000,30.879,965.818,136.979,4203.297,5.780
8.000,2.823,70.060,25.818,96.021,1.262
9.000,4.842,48.009,23.442,37.901,0.800
10.000,4.526,64.207,190.219,677.810,32.121
11.000,15.406,383.470,42.535,1068.164,3.188
12.000,8.414,359.541,32.601,1101.276,4.369
13.000,28.975,513.371,37.845,2482.856,7.641
14.000,3.318,572.137,17.391,1857.612,2.335
15.000,2.174,499.031,18.469,182.913,0.303
16.000,19.078,461.924,16.486,2694.825,5.514
17.000,2.533,25.737,39.258,27.322,1.739
18.000,26.827,957.285,93.586,4701.961,8.011
19.000,27.531,403.273,22.521,559.261,1.369
20.000,3.075,583.506,23.105,719.863,1.298
21.000,2.912,845.962,19.416,635.943,0.790
22.000,18.011,694.383,33.715,1830.114,3.679
23.000,56.679,831.476,26.006,5236.247,7.817
24.000,30.548,533.179,55.337,1896.906,6.011
26.000,82.219,1001.866,70.406,1149.689,1.911
28.000,2.729,601.165,21.177,3329.640,4.717
31.000,26.984,1285.345,38.857,5026.664,4.851
32.000,13.402,1593.121,77.469,17244.386,28.104
33.000,8.476,1684.377,35.060,5495.207,5.066
34.000,36.499,595.030,16.933,1782.324,2.028
35.000,2.190,508.711,89.964,1572.857,2.830
36.000,6.693,267.571,39.462,271.487,0.889
37.000,11.845,63.100,32.660,154.690,3.999
38.000,8.532,96.340,87.877,176.705,3.772
39.000,2.044,24.307,28.318,54.818,2.344
40.000,5.020,402.990,22.377,471.699,0.875
41.000,6.690,30.933,49.698,60.054,3.366
42.000,2.542,283.024,18.070,94.202,0.275
43.000,8.803,388.273,15.146,2740.870,6.056
44.000,6.272,105.507,63.230,488.822,8.251
45.000,15.604,577.077,53.494,1812.273,8.052
47.000,3.728,248.928,83.313,605.631,2.394
48.000,6.541,249.908,83.103,311.863,1.493
49.000,32.309,721.418,11.667,4385.970,4.058
50.000,12.329,345.367,25.645,1056.107,4.228
52.000,16.572,1895.822,60.923,18327.386,21.553
54.000,20.508,502.670,32.298,1596.206,3.219
55.000,10.551,708.319,27.007,4677.668,9.766
56.000,30.000,699.943,44.240,6316.434,19.280
57.000,3.897,50.420,31.986,134.164,3.631
58.000,2.634,218.483,19.277,463.187,2.103
59.000,16.180,464.930,200.852,2054.977,12.000
60.000,9.906,93.510,45.842,259.820,2.630
61.000,2.586,51.878,51.639,283.042,6.516
63.000,19.643,94.871,48.706,109.293,2.281
64.000,8.042,92.251,33.186,91.417,1.380
65.000,5.980,21.652,51.734,116.914,10.698
66.000,51.331,985.344,157.016,5423.122,14.872
67.000,24.214,742.552,61.029,4157.437,15.298
68.000,2.480,239.342,19.669,336.916,1.380
69.000,42.770,1014.343,34.118,1328.495,1.766
70.000,6.886,576.049,25.306,3394.348,3.803
71.000,19.814,1167.917,30.086,840.536,0.781
72.000,6.481,431.608,27.497,508.190,1.070
73.000,3.355,43.074,66.529,385.523,9.044
74.000,5.476,58.492,38.829,228.186,5.688
75.000,8.021,13.445,85.629,18.439,2.363
76.000,15.571,111.761,152.895,363.693,9.006
77.000,67.500,2592.192,63.420,24584.794,22.264
80.000,6.791,89.759,62.666,1095.730,12.954
81.000,8.161,120.637,94.633,1044.563,12.896
82.000,20.882,280.651,186.215,2655.218,35.903
83.000,4.470,172.513,52.207,548.876,4.650
84.000,12.879,788.501,243.479,1560.577,5.585
85.000,5.603,618.513,42.915,2372.469,4.590
86.000,20.979,688.648,12.167,2391.579,2.861
87.000,5.442,445.386,19.419,518.089,1.472
88.000,4.161,410.581,19.482,511.082,1.381
89.000,50.046,132.443,8.901,3170.710,8.905
90.000,23.741,1773.254,294.619,10465.307,18.164
91.000,3.137,565.072,19.152,1424.569,2.673
92.000,33.390,1123.242,37.784,1739.728,2.921
93.000,12.397,512.444,20.613,621.559,1.241
94.000,42.066,16.320,0.691,390.242,0.691
95.000,2.372,780.369,16.631,1698.965,1.531
96.000,2.996,350.469,19.216,310.048,0.735
97.000,8.655,268.149,16.357,463.560,1.212
98.000,51.428,2021.510,191.310,5014.678,6.776
99.000,6.057,340.525,23.333,2761.390,4.993
100.000,12.341,229.821,28.979,397.067,1.774
102.000,47.523,258.445,20.688,1349.290,6.104
103.000,19.716,404.838,16.566,778.269,1.777
104.000,8.769,321.764,29.929,458.468,1.676
105.000,9.384,466.135,72.471,2435.890,7.704
106.000,52.804,598.556,105.878,3659.671,13.376
107.000,4.519,52.978,27.569,289.694,6.733
108.000,13.492,741.630,71.238,265.937,0.846
109.000,76.014,1036.585,29.645,8617.678,12.418
110.000,7.830,305.119,21.418,509.554,1.493
111.000,8.573,361.216,14.363,3249.777,5.539
112.000,3.940,385.368,18.180,570.202,1.118
113.000,65.864,937.306,40.611,3344.059,4.155
114.000,35.426,559.315,28.833,1737.268,5.042
115.000,15.340,468.886,24.110,2173.410,4.794
116.000,5.607,500.384,18.744,481.191,0.832
117.000,2.469,332.430,68.383,1384.883,4.298
118.000,19.523,589.481,119.439,4165.665,17.411
119.000,1.804,353.540,43.164,546.255,1.134
120.000,4.272,321.043,36.561,420.281,1.443
121.000,6.660,569.504,16.152,2101.641,2.512
122.000,5.733,222.446,25.218,314.650,1.524
123.000,11.583,1000.200,29.140,2653.020,3.333
124.000,73.248,3160.299,100.987,17406.659,10.263
125.000,27.752,856.170,18.758,789.915,0.700
126.000,28.445,1318.484,22.109,12044.360,10.199
127.000,5.970,662.401,19.540,939.093,1.337
128.000,4.940,684.186,23.017,4072.120,7.738
129.000,6.348,479.768,35.896,427.463,1.105
130.000,54.808,501.001,61.990,761.158,2.148
131.000,5.916,35.519,33.699,46.098,2.077
132.000,11.478,1034.862,53.095,2340.961,3.866
133.000,16.595,65.145,140.611,93.904,3.723
134.000,4.734,110.878,37.512,554.249,6.156
135.000,9.976,82.410,67.789,172.653,3.736
136.000,2.304,36.598,41.686,117.527,4.080
137.000,2.625,523.247,28.760,479.854,0.999
140.000,9.768,58.563,25.695,47.434,0.811
141.000,7.074,124.407,33.785,531.113,5.252
142.000,1.981,211.971,69.010,459.598,2.228
143.000,38.457,478.411,66.710,800.021,5.181
144.000,18.106,581.209,38.545,1248.449,2.013
145.000,4.588,174.348,27.427,423.109,1.644
147.000,4.500,302.885,57.431,982.377,3.063
148.000,24.048,268.689,44.574,885.432,2.419
149.000,2.546,262.156,59.000,633.202,2.057
