1.000,1.275,112.945,19.323,612.001,4.232
2.000,10.213,158.117,33.761,659.042,3.787
3.000,24.232,457.142,96.381,930.035,3.263
4.000,6.239,31.242,30.197,102.083,4.111
5.000,25.882,65.391,114.717,148.189,6.068
6.000,4.885,483.803,132.883,155.158,0.489
7.000,30.879,952.863,99.829,2582.495,3.984
8.000,2.823,70.027,25.641,79.322,1.068
9.000,4.842,47.996,22.932,32.280,0.762
10.000,4.526,63.681,183.823,649.579,30.378
11.000,15.406,381.185,35.109,407.424,1.466
12.000,8.414,357.009,29.439,319.470,1.390
13.000,28.975,504.685,34.731,975.413,3.561
14.000,3.318,568.951,14.890,1262.832,1.999
15.000,2.174,505.588,14.718,1989.063,3.492
16.000,19.078,458.838,16.308,2356.509,4.824
17.000,2.533,25.849,34.844,63.008,4.835
18.000,26.827,937.044,84.728,523.716,0.780
19.000,27.531,403.796,20.093,969.904,3.164
20.000,3.075,585.355,19.517,1435.418,2.575
21.000,2.912,846.074,19.015,867.359,1.189
22.000,18.011,690.872,33.220,805.325,2.132
23.000,56.679,803.474,21.002,1394.598,1.661
24.000,30.548,534.387,52.997,2077.757,5.205
26.000,82.219,1001.866,70.406,1149.689,1.911
28.000,2.729,584.190,17.367,997.316,1.721
31.000,26.984,1269.303,35.193,1954.314,1.919
32.000,13.402,1538.908,70.981,14294.357,22.447
33.000,8.476,1683.445,34.930,5362.317,4.987
34.000,36.499,590.699,18.081,280.254,0.310
35.000,2.190,505.047,80.846,595.552,0.787
36.000,6.693,272.627,27.999,1320.728,4.948
37.000,11.845,63.599,32.872,249.865,5.047
38.000,8.532,97.776,82.700,437.319,9.335
39.000,2.044,24.324,28.162,61.294,2.698
40.000,5.020,403.451,22.551,664.726,1.350
41.000,6.690,30.897,48.881,41.503,2.551
42.000,2.542,286.734,15.953,1136.965,3.650
43.000,8.803,394.015,15.196,3179.261,6.992
44.000,6.272,103.955,40.379,282.776,4.286
45.000,15.604,574.114,51.700,1143.232,4.597
47.000,3.728,253.016,57.802,1315.657,5.157
48.000,6.541,250.507,73.585,543.342,3.625
49.000,32.309,700.939,11.158,1598.688,1.522
50.000,12.329,344.126,23.805,739.886,2.795
52.000,16.572,1866.636,58.209,16475.838,19.330
54.000,20.508,506.752,31.087,2247.235,4.513
55.000,10.551,694.247,25.001,3390.763,6.808
56.000,30.000,672.800,42.417,4416.330,13.408
57.000,3.897,50.147,28.658,14.422,0.363
58.000,2.634,218.247,19.521,389.570,1.748
59.000,16.180,467.925,195.980,2415.779,14.236
60.000,9.906,94.542,31.770,412.701,4.605
61.000,2.586,51.543,48.319,245.342,5.668
63.000,19.643,94.741,48.106,34.154,0.806
64.000,8.042,92.487,30.131,181.604,3.047
65.000,5.980,22.324,49.045,176.465,15.858
66.000,51.331,975.934,161.153,4408.089,12.157
67.000,24.214,724.823,59.795,1595.375,6.049
68.000,2.480,241.989,17.702,932.064,4.017
69.000,42.770,1014.659,34.384,1211.867,1.722
70.000,6.886,560.713,16.967,1435.059,1.805
71.000,19.814,1167.807,30.288,760.100,0.713
72.000,6.481,441.131,23.086,2323.500,5.488
73.000,3.355,40.510,31.628,181.446,5.075
74.000,5.476,59.438,36.529,337.518,8.526
75.000,8.021,13.496,77.602,32.558,4.188
76.000,15.571,113.149,143.571,566.527,14.426
77.000,67.500,2502.877,58.884,18815.011,16.486
80.000,6.791,78.068,20.217,313.162,3.338
81.000,8.161,113.038,51.632,289.291,3.822
82.000,20.882,275.146,197.716,2299.976,31.255
83.000,4.470,173.099,33.502,647.392,6.150
84.000,12.879,794.622,231.339,2808.128,9.894
85.000,5.603,610.167,33.673,453.282,0.970
86.000,20.979,685.201,12.312,1721.833,2.032
87.000,5.442,446.492,18.936,1079.487,3.122
88.000,4.161,413.623,18.819,1347.621,3.545
89.000,50.046,17.445,1.191,418.686,1.192
90.000,23.741,1761.846,301.168,9277.089,16.127
91.000,3.137,561.478,16.216,789.375,1.338
92.000,33.390,1127.411,38.221,2875.876,3.964
93.000,12.397,517.079,18.302,1815.542,3.628
94.000,42.066,30.159,1.263,723.213,1.264
95.000,2.372,777.874,13.179,1044.050,1.030
96.000,2.996,357.289,15.046,1723.589,4.160
97.000,8.655,272.308,14.362,1222.809,3.126
98.000,51.428,2024.582,189.496,5692.098,7.693
99.000,6.057,320.571,14.474,66.832,0.127
100.000,12.341,230.158,19.779,500.116,2.623
102.000,47.523,252.834,20.066,354.819,1.563
103.000,19.716,405.963,16.302,1063.662,2.405
104.000,8.769,322.885,26.755,794.278,3.480
105.000,9.384,456.273,62.890,804.433,2.654
106.000,52.804,593.162,111.607,3091.521,12.377
107.000,4.519,55.441,26.083,483.054,11.168
108.000,13.492,742.626,69.400,957.442,3.083
109.000,76.014,991.830,26.721,4721.725,6.871
110.000,7.830,311.666,18.833,1633.377,4.775
111.000,8.573,353.490,13.214,2726.927,4.401
112.000,3.940,394.318,14.883,2106.033,4.497
113.000,65.864,927.671,35.270,956.008,1.022
114.000,35.426,559.198,28.828,1711.504,5.001
115.000,15.340,461.537,22.186,1013.440,3.040
116.000,5.607,505.040,16.044,1549.775,2.505
117.000,2.469,334.057,44.367,1580.626,3.949
118.000,19.523,583.400,121.392,3662.879,14.692
119.000,1.804,374.560,28.799,3024.084,6.662
120.000,4.272,324.706,28.773,1210.238,4.219
121.000,6.660,562.134,13.183,998.065,1.458
122.000,5.733,223.462,23.929,602.525,3.231
123.000,11.583,995.270,26.771,1362.634,1.987
124.000,73.248,3127.550,108.555,13223.511,8.833
125.000,27.752,860.579,15.775,2122.453,2.257
126.000,28.445,1227.885,15.067,3664.149,3.119
127.000,5.970,662.891,18.216,1226.732,2.301
128.000,4.940,729.279,22.790,7323.652,13.948
129.000,6.348,479.848,35.948,434.417,1.123
130.000,54.808,500.111,55.268,800.058,2.392
131.000,5.916,35.534,32.801,51.740,1.747
132.000,11.478,1039.288,52.103,3322.457,5.887
133.000,16.595,65.501,135.040,188.967,7.478
134.000,4.734,108.385,26.268,145.322,1.730
135.000,9.976,82.714,66.412,253.264,6.128
136.000,2.304,36.431,42.738,82.780,2.830
137.000,2.625,527.544,25.553,1718.390,3.834
140.000,9.768,58.556,25.734,52.431,0.894
141.000,7.074,127.915,31.714,901.375,9.474
142.000,1.981,211.261,51.119,219.094,1.119
143.000,38.457,477.261,66.738,286.295,1.792
144.000,18.106,579.080,34.791,473.895,0.972
145.000,4.588,179.941,16.310,1145.179,4.953
147.000,4.500,300.255,53.132,156.732,0.526
148.000,24.048,272.070,26.943,1405.233,4.921
149.000,2.546,263.202,45.761,890.934,3.192
