hin,hout,
518,224
626,131
332,83
145,49
84,32
99,152
122,458
213,1046
310,1428
550,1341
772,1447
1143,1705
1254,1968
1280,2012
1273,2081
1276,2133
1150,2059
998,1795
784,1243
634,1068
411,1002
384,828
252,569
199,407
120,541
59,557
37,352
25,123
39,86
138,77
479,133
1459,229
1945,329
1355,504
1236,758
1426,1079
1547,1276
1643,1304
1629,1344
1694,1364
2161,1136
2592,1170
1461,887
823,679
536,516
396,482
301,342
219,248
118,146
68,100
43,41
26,33
36,44
115,131
526,336
1678,858
2076,1239
1445,1126
1379,1337
1498,1636
1666,1839
1666,1864
1681,1829
1896,1968
2230,2025
2867,2064
1654,1415
813,950
593,732
591,742
363,596
224,412
156,273
90,182
63,111
27,52
41,45
134,86
505,197
1707,362
2159,602
1470,889
1407,1019
1553,1334
1852,1497
1831,1533
1866,1456
2135,1599
2357,1443
2738,1394
1651,1212
1031,889
754,741
709,715
511,581
419,380
248,269
175,176
122,151
60,53
32,32
79,81
178,144
376,243
638,426
883,609
998,922
1375,860
1485,1277
1459,1188
1553,1172
1601,1049
1485,1085
1399,1009
1140,829
903,555
668,448
689,395
582,264
434,187
258,97
186,74
156,31
55,30
43,46
69,182
138,578
252,1825
471,2098
648,1373
929,1204
978,1405
1332,1583
1373,1631
1319,1622
1279,1968
1287,2260
1099,2946
864,1567
575,883
449,573
364,462
256,310
179,184
97,134
42,75
44,29
19,40
45,40
171,133
617,636
2157,1970
2494,2358
1477,1482
1354,1318
1447,1430
1684,1662
1740,1638
1784,1853
2057,2012
2387,2351
3202,3091
1763,1649
950,866
608,643
457,550
370,371
280,233
149,119
58,61
49,44
27,37
35,41
159,151
612,642
1958,2089
2428,2236
1467,1356
1229,1233
1420,1418
1565,1536
1614,1542
1661,1720
1994,1938
2264,2249
3135,2931
1727,1565
944,896
700,684
521,534
327,322
209,181
89,115
55,72
39,36
24,28
31,30
125,146
540,637
1942,2051
2441,2288
1486,1493
1261,1246
1532,1489
1531,1553
1616,1682
1659,1797
1941,2110
2298,2344
3185,3202
1723,1650
1008,1059
