hin,hout,
1505,759
1537,423
965,309
735,209
356,283
295,534
545,1572
589,3543
593,4034
748,3200
1040,3582
1483,4209
1689,4845
1782,4793
1961,4797
2234,4971
2072,4628
2002,3847
1853,2772
1454,2329
1143,1916
956,1876
851,1787
683,1337
424,1410
237,1534
143,1095
160,849
226,468
629,352
2241,582
5887,608
6141,665
3930,917
3727,1175
4192,1570
4995,1763
5059,1852
4759,1994
5041,2034
6487,2165
7363,1930
4161,1990
2773,1572
1717,1299
1718,1107
1042,1073
755,948
545,740
262,497
228,421
194,353
257,226
636,276
2343,685
6216,898
6891,999
4322,1481
3916,2091
4381,2663
5028,2761
5251,3039
5033,2950
5379,2489
5107,2506
7626,2542
4327,2426
2776,1987
1882,1601
1634,1481
1164,1357
900,1104
613,848
340,675
273,584
259,381
275,268
635,254
2190,599
6286,815
6517,966
5594,1530
4106,1886
4723,1973
5450,2484
5640,2680
5358,2721
5534,2675
6801,2749
6932,2654
4375,2178
2924,1866
2045,1558
1783,1016
1613,811
1411,646
957,415
596,238
528,195
418,171
251,234
353,624
790,2299
1290,5777
1687,6547
2063,4180
2525,3765
2897,4218
3173,4936
3204,4916
3321,5007
3444,5223
3420,6619
3045,7275
3094,4105
2518,2583
1733,1793
1804,1320
1935,965
1286,797
985,508
696,260
635,187
390,187
247,245
228,646
609,2395
1000,5099
1214,7216
1867,4366
2112,4019
2125,4394
2800,5029
2960,5116
3037,5192
2913,5486
2942,6884
2980,7426
2551,4550
1970,2698
1414,1994
1085,1778
932,1119
716,910
442,494
252,315
220,249
165,204
272,250
649,657
2461,2419
6588,6163
7135,6716
4525,4614
3968,4105
4600,4533
5200,5067
5413,5190
5265,5103
5260,5543
6782,6987
7576,7507
4397,4737
2927,3057
1836,2360
1455,1603
1092,1233
878,1014
606,546
299,340
219,262
223,185
251,238
640,626
2496,2383
6305,6103
7471,7046
4562,4402
4176,3934
4720,4494
5249,5138
5361,5347
5141,5308
5405,5734
7035,6937
7759,7380
4389,4443
3038,2934
2071,1933
1731,1537
1181,1386
876,948
546,790
315,392
237,344
183,293
275,290
663,607
2523,2146
6732,5939
7328,6217
4651,4094
4146,4025
4672,4560
5220,5243
5528,5321
5238,5351
5541,5654
6987,6871
7802,6562
4837,4253
3159,3005
2287,2040
1799,1871
1253,1640
906,1415
542,1013
332,664
235,583
196,468
240,336
670,382
2483,806
5796,1376
7006,1833
5118,2093
4286,2552
4716,3108
5471,3551
5576,3749
5235,3835
5787,4092
7086,3762
