hin,hout,
25,12
26,9
3,3
11,2
7,13
6,23
9,59
19,97
24,87
36,101
41,110
61,134
83,137
88,158
82,145
93,164
71,164
74,115
60,82
36,67
39,51
13,27
13,37
11,24
2,29
2,13
2,6
2,7
5,4
15,9
60,14
121,19
105,12
80,34
99,41
101,70
119,77
121,62
103,85
97,73
147,69
121,77
99,74
57,45
52,26
29,23
18,23
16,19
6,8
11,7
4,3
8,4
9,6
18,6
54,32
153,75
124,99
82,107
109,104
114,118
107,103
124,128
126,126
169,121
126,119
149,97
101,86
52,62
50,45
26,35
15,24
20,23
12,15
6,8
3,8
2,4
10,5
15,4
50,15
127,30
103,45
122,75
107,101
117,120
129,117
139,146
140,103
140,79
167,98
115,95
108,79
78,53
57,51
28,33
27,32
34,22
11,11
10,8
0,6
6,5
5,4
6,6
18,10
30,16
48,19
67,48
114,44
128,44
123,86
111,71
126,79
109,68
97,58
102,75
67,50
54,53
41,37
48,27
21,18
10,14
18,6
8,1
8,1
1,4
3,7
6,16
8,74
20,148
35,118
63,110
48,122
47,119
88,124
98,134
111,115
105,128
96,177
104,139
69,73
57,55
42,41
25,17
13,19
7,22
6,10
1,4
0,3
4,2
6,9
15,17
69,60
163,135
130,123
127,79
234,107
117,105
112,116
113,101
131,102
143,97
132,151
109,140
51,84
47,47
24,37
14,25
13,20
5,14
1,6
1,3
6,6
7,2
3,9
15,17
61,62
169,131
103,80
102,80
102,97
124,92
112,108
118,106
134,100
125,99
166,124
154,141
94,77
77,38
37,41
21,25
17,17
14,18
7,9
8,3
4,4
4,7
8,8
17,14
64,58
150,123
128,119
88,100
87,110
100,99
105,127
115,139
102,122
127,120
135,130
128,126
113,91
57,64
59,49
22,22
15,23
11,16
8,9
4,6
4,4
4,6
8,11
13,17
59,50
152,138
127,140
118,127
86,132
97,118
89,144
86,139
115,139
145,137
118,150
143,145
98,109
59,82
42,55
29,47
17,42
18,25
8,11
8,7
5,5
4,6
7,6
15,11
51,26
137,33
112,69
99,77
114,120
116,131
145,136
140,96
113,108
122,119
136,127
153,86
122,93
71,59
49,53
59,39
30,34
19,23
8,15
10,5
7,5
5,3
6,4
10,4
15,14
30,20
60,18
84,60
103,58
132,45
126,91
119,78
122,78
94,96
138,87
89,76
99,42
71,54
43,25
52,26
37,13
26,10
12,3
7,5
8,2
5,0
1,7
9,19
13,60
18,143
25,116
70,87
50,86
58,123
82,111
78,105
84,132
71,111
93,139
93,144
56,81
53,68
30,57
16,18
21,17
14,13
4,8
2,2
0,2
3,1
5,10
21,19
62,68
146,144
128,110
94,103
107,80
112,105
92,117
113,124
125,130
122,125
137,165
124,157
97,103
56,56
44,44
20,31
15,23
19,11
7,11
4,1
1,2
5,2
6,6
19,20
51,56
165,152
112,95
91,91
74,92
91,113
89,97
101,92
147,97
142,110
135,136
152,145
111,93
66,75
35,47
19,33
14,18
16,15
9,7
1,4
4,2
4,3
7,9
20,14
52,53
154,129
111,112
105,100
84,94
100,101
97,124
101,111
217,133
58,136
142,128
123,124
105,96
46,69
54,43
28,16
27,21
13,19
6,8
3,1
2,3
1,3
5,7
11,16
35,41
98,92
72,114
77,78
70,113
71,120
90,121
80,142
85,96
91,130
120,126
110,117
81,93
54,73
34,54
20,44
20,31
24,19
8,11
9,5
1,4
4,2
8,10
16,3
47,21
122,27
108,51
114,61
111,87
103,102
132,100
144,98
120,111
157,95
147,87
150,93
117,85
82,50
40,54
54,38
48,25
22,15
22,9
12,13
14,4
7,2
6,5
10,6
16,13
33,10
53,30
70,49
93,48
90,51
70,79
87,78
67,66
81,58
56,74
70,78
56,66
53,52
33,33
26,33
22,21
20,14
4,5
3,1
5,2
2,4
0,6
3,16
8,39
15,98
25,93
55,93
51,87
48,103
78,127
83,127
81,92
82,111
97,106
68,106
50,88
47,55
24,30
21,23
16,25
10,19
4,5
4,6
4,0
4,1
4,7
18,15
39,51
102,82
96,102
97,130
112,90
104,77
85,93
113,99
83,114
116,103
150,142
130,118
86,83
56,58
40,35
19,22
14,21
16,17
11,7
2,1
2,3
3,1
4,11
18,21
50,48
143,139
108,97
92,84
101,88
106,99
105,103
108,98
129,105
110,133
134,145
118,143
83,106
54,53
44,51
23,37
17,20
16,14
4,12
1,5
3,1
2,2
9,9
20,25
51,55
151,136
104,114
97,89
96,97
81,103
99,111
84,118
109,121
122,132
120,148
120,146
113,111
59,70
58,59
36,36
15,29
11,26
11,9
6,6
3,3
5,5
8,7
24,19
53,61
162,164
