hin,hout,
193,375
225,232
184,182
145,233
164,297
214,551
336,864
408,1018
620,1239
994,1536
1538,1864
2014,2187
2240,2300
2307,2504
2441,2904
2405,2813
2318,2922
2206,2539
1924,2023
1527,1503
1208,1002
795,669
588,445
385,271
294,211
198,222
193,168
173,137
383,157
864,223
1340,278
1513,397
1769,556
1943,871
2209,1219
2373,1502
2114,1509
2203,1523
2372,1698
2414,1722
2351,1667
2181,1588
1850,1535
1200,1236
958,926
748,663
568,514
403,325
277,241
248,165
237,125
272,156
376,248
739,470
1170,785
1434,1094
1714,1346
1788,1715
1818,2157
1808,2347
1856,2423
1905,2292
2099,2601
2174,2511
2136,2365
1970,2160
1634,2004
1201,1516
905,1157
706,867
562,644
399,420
299,311
242,231
217,166
240,163
357,202
712,361
1123,579
1294,811
1484,1205
1558,1650
1894,2185
1996,2416
2040,2257
2128,2282
2341,2437
2536,2346
2599,2220
2573,2012
2236,1758
1580,1367
1164,1107
931,807
677,609
474,484
332,317
219,205
193,187
155,150
204,194
433,210
548,350
746,505
1144,745
1472,1131
1739,1646
1865,1912
1692,2008
1707,2304
1675,2229
1690,2108
1775,2727
1664,2328
1403,1865
1198,1530
866,1140
676,754
534,597
430,367
275,284
198,169
155,153
105,223
203,347
269,844
351,1331
388,1439
633,1521
908,1744
1223,1719
1488,1749
1557,1721
1834,1785
1951,1839
2220,1989
2485,1791
2346,1823
2024,1470
1565,1071
1108,733
770,637
560,445
363,315
244,241
242,183
213,176
232,212
423,289
855,654
1445,1101
1530,1383
1719,1539
1775,1714
1802,1745
1778,1685
1722,1690
1898,1691
2038,1826
2128,1922
2135,1877
1979,1736
1559,1381
1213,955
811,738
627,569
473,445
355,323
267,206
246,180
227,174
261,205
387,316
749,660
1291,1096
1542,1309
1766,1490
1781,1745
1837,1651
1849,1634
1795,1667
1839,1709
2033,1856
2176,1976
2179,1989
2073,1782
1562,1367
1119,943
825,698
670,584
541,408
359,330
274,233
189,170
229,200
249,199
366,300
762,640
1262,1096
1480,1427
1780,1602
1883,1748
1827,1717
1780,1685
1760,1749
1774,1813
1985,1977
2065,2143
2172,2114
1974,1949
1619,1733
1091,1173
717,787
635,637
480,423
369,317
267,249
226,184
193,164
259,209
385,290
734,579
1260,1072
1510,1340
1716,1508
1789,1511
1840,1691
1817,1783
1885,2013
1870,2157
2117,2318
2321,2570
2340,2846
2127,2570
1712,2317
1124,1763
868,1139
676,960
544,695
359,478
286,334
213,229
209,168
251,164
370,207
706,363
1125,582
1392,796
1665,1122
1760,1399
1774,1731
1877,1880
2076,1790
2374,1793
2573,1814
2791,1879
2934,1813
2725,1724
2403,1448
1749,1178
1246,897
997,741
731,622
536,382
318,244
180,168
162,165
165,108
195,91
423,208
705,232
819,357
1237,566
1481,911
1793,1270
